day,month,date,county,state,county_state,device_count,distance_traveled_from_home,completely_home_device_count,median_home_dwell_time,unemp_rate_perc
31,1,1/31/20,McHenry,IL,McHenry IL,18785,1478221,2750,128415,3.6
31,1,1/31/20,McLean,IL,McLean IL,9874,883177,1332,77363,3.3
31,1,1/31/20,Menard,IL,Menard IL,688,209326,103,6936,4.2
31,1,1/31/20,Mercer,IL,Mercer IL,1128,309896,166,14659,6.1
31,1,1/31/20,Monroe,IL,Monroe IL,2842,192661,350,11913,2.8
31,1,1/31/20,Montgomery,IL,Montgomery IL,1483,260978,245,18542,6
31,1,1/31/20,Morgan,IL,Morgan IL,1909,280680,320,20323,4.2
31,1,1/31/20,Moultrie,IL,Moultrie IL,821,178398,136,10202,3.1
31,1,1/31/20,Ogle,IL,Ogle IL,3266,557243,456,29062,6
31,1,1/31/20,Peoria,IL,Peoria IL,9711,970950,1663,90743,5.4
31,1,1/31/20,Perry,IL,Perry IL,1332,218348,204,16689,4.5
31,1,1/31/20,Piatt,IL,Piatt IL,1222,254887,173,13877,3.6
31,1,1/31/20,Pike,IL,Pike IL,838,256624,148,14293,4.9
31,1,1/31/20,Pope,IL,Pope IL,263,94906,47,2318,5.3
31,1,1/31/20,Pulaski,IL,Pulaski IL,259,151148,35,4838,6.2
31,1,1/31/20,Putnam,IL,Putnam IL,454,102116,73,5597,6.3
31,1,1/31/20,Randolph,IL,Randolph IL,2030,313849,243,23610,3.7
31,1,1/31/20,Richland,IL,Richland IL,910,101989,124,11596,3.9
31,1,1/31/20,Rock Island,IL,Rock Island IL,7410,788240,1173,79039,5
31,1,1/31/20,Saline,IL,Saline IL,1534,220707,185,20434,5.5
31,1,1/31/20,Sangamon,IL,Sangamon IL,11171,1264722,1675,120576,3.8
31,1,1/31/20,Schuyler,IL,Schuyler IL,417,102429,65,6592,4.7
31,1,1/31/20,Scott,IL,Scott IL,343,80497,69,3099,5.5
31,1,1/31/20,Shelby,IL,Shelby IL,1298,381426,146,17334,4.1
31,1,1/31/20,St Clair,IL,St Clair IL,15034,1621416,2475,127571,4
31,1,1/31/20,Stark,IL,Stark IL,299,129252,61,5736,5.8
31,1,1/31/20,Stephenson,IL,Stephenson IL,2568,401774,452,34589,4.9
31,1,1/31/20,Tazewell,IL,Tazewell IL,8982,691773,1302,64695,4.8
31,1,1/31/20,Union,IL,Union IL,844,177112,117,12035,6
31,1,1/31/20,Vermilion,IL,Vermilion IL,4434,562224,795,40988,4.9
31,1,1/31/20,Wabash,IL,Wabash IL,807,128735,92,10357,3.1
31,1,1/31/20,Warren,IL,Warren IL,1093,205367,189,16874,3.9
31,1,1/31/20,Washington,IL,Washington IL,952,258324,123,13734,2.4
31,1,1/31/20,Wayne,IL,Wayne IL,980,199464,131,13790,4.4
31,1,1/31/20,White,IL,White IL,956,173546,121,12031,3.6
31,1,1/31/20,Whiteside,IL,Whiteside IL,3082,458146,488,42932,4.5
31,1,1/31/20,Will,IL,Will IL,40935,3183029,5905,298242,4
31,1,1/31/20,Williamson,IL,Williamson IL,4509,420176,576,39931,4.2
31,1,1/31/20,Winnebago,IL,Winnebago IL,15911,1824073,2723,178624,7.7
31,1,1/31/20,Woodford,IL,Woodford IL,2626,407353,358,22399,3.7
31,1,1/31/20,Adams,IN,Adams IN,1638,291189,244,19699,3
31,1,1/31/20,Allen,IN,Allen IN,20322,1951327,3176,178174,3.4
31,1,1/31/20,Bartholomew,IN,Bartholomew IN,4054,428500,664,43889,2.8
31,1,1/31/20,Benton,IN,Benton IN,570,234500,91,8629,3.2
31,1,1/31/20,Blackford,IN,Blackford IN,580,199278,120,6602,4.6
31,1,1/31/20,Boone,IN,Boone IN,4080,399078,527,26362,2.7
31,1,1/31/20,Brown,IN,Brown IN,717,207360,138,8729,3.5
31,1,1/31/20,Carroll,IN,Carroll IN,1241,332931,188,13360,3.4
31,1,1/31/20,Cass,IN,Cass IN,1988,287917,358,23247,4.1
31,1,1/31/20,Clark,IN,Clark IN,6712,627734,1048,49303,3.4
31,1,1/31/20,Clay,IN,Clay IN,1745,316203,240,19660,3.9
31,1,1/31/20,Clinton,IN,Clinton IN,1964,330642,352,22570,3
31,1,1/31/20,Crawford,IN,Crawford IN,509,209066,74,6343,6.1
31,1,1/31/20,Daviess,IN,Daviess IN,1414,297726,225,16182,3
31,1,1/31/20,De Kalb,IN,De Kalb IN,2593,341258,386,23745,3.1
31,1,1/31/20,Dearborn,IN,Dearborn IN,3142,406109,478,22932,4
31,1,1/31/20,Decatur,IN,Decatur IN,1430,215981,212,14431,3.3
31,1,1/31/20,Delaware,IN,Delaware IN,5670,666007,969,58888,4.2
31,1,1/31/20,Dubois,IN,Dubois IN,2288,252469,319,19572,2.7
31,1,1/31/20,Elkhart,IN,Elkhart IN,9819,926795,1537,79739,3
31,1,1/31/20,Fayette,IN,Fayette IN,1129,231873,200,14698,5
31,1,1/31/20,Floyd,IN,Floyd IN,4836,428817,676,42996,3.3
31,1,1/31/20,Fountain,IN,Fountain IN,1067,323843,232,14212,3.8
31,1,1/31/20,Franklin,IN,Franklin IN,1089,223163,169,11921,3.9
31,1,1/31/20,Fulton,IN,Fulton IN,957,222904,148,12623,4.2
31,1,1/31/20,Gibson,IN,Gibson IN,2141,302198,323,22449,2.9
31,1,1/31/20,Grant,IN,Grant IN,3251,500682,665,31397,4.1
31,1,1/31/20,Greene,IN,Greene IN,1801,414079,287,20913,4.7
31,1,1/31/20,Hamilton,IN,Hamilton IN,20420,811028,2407,78046,2.6
31,1,1/31/20,Hancock,IN,Hancock IN,5587,402818,778,28154,3.1
31,1,1/31/20,Harrison,IN,Harrison IN,2518,353217,331,16565,3.5
31,1,1/31/20,Hendricks,IN,Hendricks IN,10675,607510,1409,49657,2.8
31,1,1/31/20,Henry,IN,Henry IN,2690,537216,432,26432,3.7
31,1,1/31/20,Howard,IN,Howard IN,5055,401053,857,44113,4.2
31,1,1/31/20,Huntington,IN,Huntington IN,2062,341986,299,24407,3.5
31,1,1/31/20,Jackson,IN,Jackson IN,2395,352782,374,23933,2.8
31,1,1/31/20,Jasper,IN,Jasper IN,2012,632470,329,17041,4.9
31,1,1/31/20,Jay,IN,Jay IN,939,297885,183,13284,3.5
31,1,1/31/20,Jefferson,IN,Jefferson IN,1401,235552,226,13625,3.8
31,1,1/31/20,Jennings,IN,Jennings IN,1349,226839,233,10899,3.9
31,1,1/31/20,Johnson,IN,Johnson IN,9984,672279,1422,54887,2.9
31,1,1/31/20,Knox,IN,Knox IN,2204,339446,322,26938,3.4
31,1,1/31/20,Kosciusko,IN,Kosciusko IN,3499,626253,565,36878,3.1
31,1,1/31/20,La Grange,IN,La Grange IN,1143,379637,199,15528,2.7
31,1,1/31/20,La Porte,IN,La Porte IN,5353,707485,1059,57155,4.8
31,1,1/31/20,Lake,IN,Lake IN,24533,2671745,4237,229468,5.3
31,1,1/31/20,Lawrence,IN,Lawrence IN,2593,367246,437,26344,4.2
31,1,1/31/20,Madison,IN,Madison IN,7318,939392,1263,67318,4.3
31,1,1/31/20,Marion,IN,Marion IN,43418,4748185,8109,384794,3.4
31,1,1/31/20,Marshall,IN,Marshall IN,2263,457901,333,23542,3.5
31,1,1/31/20,Martin,IN,Martin IN,469,140529,87,6716,2.9
31,1,1/31/20,Miami,IN,Miami IN,1814,388919,315,22522,4.3
31,1,1/31/20,Monroe,IN,Monroe IN,6497,552899,944,62611,3.5
31,1,1/31/20,Montgomery,IN,Montgomery IN,2385,295011,308,22243,3.3
31,1,1/31/20,Morgan,IN,Morgan IN,4587,521745,674,33027,3.5
31,1,1/31/20,Newton,IN,Newton IN,735,227780,148,9556,4.8
31,1,1/31/20,Noble,IN,Noble IN,2437,383721,387,23223,3.5
31,1,1/31/20,Ohio,IN,Ohio IN,314,77127,64,4236,4.1
31,1,1/31/20,Orange,IN,Orange IN,1216,187639,167,13822,3.8
31,1,1/31/20,Owen,IN,Owen IN,1066,245922,192,9628,4.3
31,1,1/31/20,Parke,IN,Parke IN,707,292032,135,12675,4.3
31,1,1/31/20,Perry,IN,Perry IN,1079,151804,134,11975,3.6
31,1,1/31/20,Pike,IN,Pike IN,722,229278,131,9717,4
31,1,1/31/20,Porter,IN,Porter IN,9152,712044,1571,62399,4.3
31,1,1/31/20,Posey,IN,Posey IN,1824,317056,258,18391,3
31,1,1/31/20,Pulaski,IN,Pulaski IN,680,167250,121,7256,4.1
31,1,1/31/20,Putnam,IN,Putnam IN,2011,289469,322,20105,3.7
31,1,1/31/20,Randolph,IN,Randolph IN,1253,414572,193,20926,4.5
31,1,1/31/20,Ripley,IN,Ripley IN,1492,277247,224,15387,3.7
31,1,1/31/20,Rush,IN,Rush IN,799,238327,135,12211,3
31,1,1/31/20,Scott,IN,Scott IN,1432,173610,240,12493,3.6
31,1,1/31/20,Shelby,IN,Shelby IN,2644,335182,401,22487,3.2
31,1,1/31/20,Spencer,IN,Spencer IN,1222,235001,181,10570,3.9
31,1,1/31/20,St Joseph,IN,St Joseph IN,12790,1531630,2177,136426,4
31,1,1/31/20,Starke,IN,Starke IN,1163,317108,227,16957,5.1
31,1,1/31/20,Steuben,IN,Steuben IN,1770,330013,252,19995,2.9
31,1,1/31/20,Sullivan,IN,Sullivan IN,1275,282558,188,11420,4.8
31,1,1/31/20,Switzerland,IN,Switzerland IN,443,138680,68,5669,3.7
31,1,1/31/20,Tippecanoe,IN,Tippecanoe IN,9126,592841,1428,67489,3.1
31,1,1/31/20,Tipton,IN,Tipton IN,1139,205376,127,11342,2.9
31,1,1/31/20,Union,IN,Union IN,360,285261,46,4502,3.6
31,1,1/31/20,Vanderburgh,IN,Vanderburgh IN,10075,1205015,1638,103926,3.3
31,1,1/31/20,Vermillion,IN,Vermillion IN,1035,189324,144,14323,5.8
31,1,1/31/20,Vigo,IN,Vigo IN,6280,577058,991,63849,4.6
31,1,1/31/20,Wabash,IN,Wabash IN,1660,269413,227,23384,3.5
31,1,1/31/20,Warren,IN,Warren IN,493,139762,74,7035,3.3
31,1,1/31/20,Warrick,IN,Warrick IN,4115,439997,528,33535,3.2
31,1,1/31/20,Washington,IN,Washington IN,1588,287929,217,14014,3.8
31,1,1/31/20,Wayne,IN,Wayne IN,3323,497252,549,35395,3.8
31,1,1/31/20,Wells,IN,Wells IN,1662,269256,236,19699,3.2
31,1,1/31/20,White,IN,White IN,1567,301083,283,18090,3
31,1,1/31/20,Whitley,IN,Whitley IN,1817,376595,223,16064,3.1
31,1,1/31/20,Allen,KS,Allen KS,856,98362,143,8099,3.8
31,1,1/31/20,Anderson,KS,Anderson KS,493,120066,94,4771,3.8
31,1,1/31/20,Atchison,KS,Atchison KS,1039,119663,147,9339,5.3
31,1,1/31/20,Barber,KS,Barber KS,359,74840,61,4178,3
31,1,1/31/20,Barton,KS,Barton KS,1476,192362,227,19284,3.8
31,1,1/31/20,Bourbon,KS,Bourbon KS,1101,109000,150,11647,4.6
31,1,1/31/20,Brown,KS,Brown KS,599,118733,111,7330,3.3
31,1,1/31/20,Butler,KS,Butler KS,4391,545190,635,32121,3.6
31,1,1/31/20,Chase,KS,Chase KS,123,64616,14,2830,2.9
31,1,1/31/20,Chautauqua,KS,Chautauqua KS,186,175946,38,3812,3.6
31,1,1/31/20,Cherokee,KS,Cherokee KS,1265,270470,192,15966,3.2
31,1,1/31/20,Cheyenne,KS,Cheyenne KS,188,31299,35,3007,2.5
31,1,1/31/20,Clark,KS,Clark KS,116,67958,25,1434,2.5
31,1,1/31/20,Clay,KS,Clay KS,634,136702,99,6816,3.4
31,1,1/31/20,Cloud,KS,Cloud KS,541,95762,88,8841,3.4
31,1,1/31/20,Coffey,KS,Coffey KS,648,109533,76,4995,5.2
31,1,1/31/20,Comanche,KS,Comanche KS,82,67880,16,1973,3
31,1,1/31/20,Cowley,KS,Cowley KS,1896,244307,328,20700,3.6
31,1,1/31/20,Crawford,KS,Crawford KS,2356,271181,351,19638,4.2
31,1,1/31/20,Decatur,KS,Decatur KS,166,61416,33,2601,3.3
31,1,1/31/20,Dickinson,KS,Dickinson KS,1184,240298,207,14555,4.5
31,1,1/31/20,Doniphan,KS,Doniphan KS,492,148550,64,6535,3.8
31,1,1/31/20,Douglas,KS,Douglas KS,5947,357015,798,42869,3.2
31,1,1/31/20,Edwards,KS,Edwards KS,219,51859,29,2950,2.6
31,1,1/31/20,Elk,KS,Elk KS,144,96459,27,2716,3.2
31,1,1/31/20,Ellis,KS,Ellis KS,2166,121100,247,15053,2.3
31,1,1/31/20,Ellsworth,KS,Ellsworth KS,360,75969,84,3439,2.7
31,1,1/31/20,Finney,KS,Finney KS,1653,159665,322,18090,2.2
31,1,1/31/20,Ford,KS,Ford KS,1373,158103,259,15816,2.5
31,1,1/31/20,Franklin,KS,Franklin KS,1919,235157,249,18108,3.7
31,1,1/31/20,Geary,KS,Geary KS,1920,103770,333,15042,4.7
31,1,1/31/20,Gove,KS,Gove KS,165,28093,24,1685,2.4
31,1,1/31/20,Graham,KS,Graham KS,190,57137,32,2387,3.1
31,1,1/31/20,Grant,KS,Grant KS,365,129998,56,3218,2.5
31,1,1/31/20,Gray,KS,Gray KS,468,99050,70,5382,2.3
31,1,1/31/20,Greeley,KS,Greeley KS,102,26445,20,1228,2
31,1,1/31/20,Greenwood,KS,Greenwood KS,369,134874,59,5353,3.7
31,1,1/31/20,Hamilton,KS,Hamilton KS,157,7598,27,1118,1.9
31,1,1/31/20,Harper,KS,Harper KS,344,161364,58,3420,2.7
31,1,1/31/20,Harvey,KS,Harvey KS,1913,269078,314,18314,3.2
31,1,1/31/20,Haskell,KS,Haskell KS,318,61909,54,2832,2.1
31,1,1/31/20,Hodgeman,KS,Hodgeman KS,83,16347,14,630,3.3
31,1,1/31/20,Jackson,KS,Jackson KS,846,173479,127,8338,3.7
31,1,1/31/20,Jefferson,KS,Jefferson KS,1114,296698,164,11470,3.8
31,1,1/31/20,Jewell,KS,Jewell KS,214,92224,64,2645,2.7
31,1,1/31/20,Johnson,KS,Johnson KS,39704,2495070,4982,299329,2.8
31,1,1/31/20,Kearny,KS,Kearny KS,232,49814,39,1823,2.3
31,1,1/31/20,Kingman,KS,Kingman KS,470,186100,70,6966,3.5
31,1,1/31/20,Kiowa,KS,Kiowa KS,184,90716,49,2266,2.4
31,1,1/31/20,Labette,KS,Labette KS,1123,266009,215,13700,4.1
31,1,1/31/20,Lane,KS,Lane KS,73,32170,9,1741,2.5
31,1,1/31/20,Leavenworth,KS,Leavenworth KS,4864,445147,675,37981,3.9
31,1,1/31/20,Lincoln,KS,Lincoln KS,147,114402,34,2806,2.8
31,1,1/31/20,Linn,KS,Linn KS,661,210240,100,6880,6.7
31,1,1/31/20,Logan,KS,Logan KS,160,49727,21,1982,2.1
31,1,1/31/20,Lyon,KS,Lyon KS,1795,170539,289,21711,3.7
31,1,1/31/20,Marion,KS,Marion KS,627,260521,108,9259,2.8
31,1,1/31/20,Marshall,KS,Marshall KS,542,141049,96,7848,2.9
31,1,1/31/20,McPherson,KS,McPherson KS,2025,222692,318,20338,2.4
31,1,1/31/20,Meade,KS,Meade KS,243,66995,28,1229,2.4
31,1,1/31/20,Miami,KS,Miami KS,2877,425800,333,23913,4
31,1,1/31/20,Mitchell,KS,Mitchell KS,320,51482,51,4663,2.3
31,1,1/31/20,Montgomery,KS,Montgomery KS,1406,282484,258,21940,5
31,1,1/31/20,Morris,KS,Morris KS,456,124171,135,5482,3.4
31,1,1/31/20,Morton,KS,Morton KS,211,29172,38,1934,2.9
31,1,1/31/20,Nemaha,KS,Nemaha KS,652,98542,97,5982,2.9
31,1,1/31/20,Neosho,KS,Neosho KS,941,117567,154,12825,4.7
31,1,1/31/20,Ness,KS,Ness KS,177,39022,28,3211,2.7
31,1,1/31/20,Norton,KS,Norton KS,286,91981,31,3001,2
31,1,1/31/20,Osage,KS,Osage KS,997,306242,136,11038,4.2
31,1,1/31/20,Osborne,KS,Osborne KS,197,42634,24,1656,2
31,1,1/31/20,Ottawa,KS,Ottawa KS,406,107459,81,3167,2.9
31,1,1/31/20,Pawnee,KS,Pawnee KS,374,59246,72,5139,3.5
31,1,1/31/20,Phillips,KS,Phillips KS,399,97965,38,4903,2.7
31,1,1/31/20,Pottawatomie,KS,Pottawatomie KS,1497,226797,226,9837,3.2
31,1,1/31/20,Pratt,KS,Pratt KS,600,45350,103,6525,2.9
31,1,1/31/20,Rawlins,KS,Rawlins KS,117,46054,14,1865,2.3
31,1,1/31/20,Reno,KS,Reno KS,3629,486677,513,38155,3.4
31,1,1/31/20,Republic,KS,Republic KS,351,66113,76,4059,2.7
31,1,1/31/20,Rice,KS,Rice KS,496,162528,100,5781,2.8
31,1,1/31/20,Riley,KS,Riley KS,3886,250138,488,29727,2.9
31,1,1/31/20,Rooks,KS,Rooks KS,283,100036,36,3371,3.3
31,1,1/31/20,Rush,KS,Rush KS,224,59764,34,2272,3.1
31,1,1/31/20,Russell,KS,Russell KS,513,110054,53,7156,3.1
31,1,1/31/20,Saline,KS,Saline KS,3089,221132,508,30172,3.5
31,1,1/31/20,Scott,KS,Scott KS,418,31217,63,3768,2
31,1,1/31/20,Sedgwick,KS,Sedgwick KS,28047,2550991,4476,249319,3.8
31,1,1/31/20,Seward,KS,Seward KS,865,102586,165,9127,3.2
31,1,1/31/20,Shawnee,KS,Shawnee KS,10503,792419,1641,91745,3.7
31,1,1/31/20,Sheridan,KS,Sheridan KS,180,50547,24,3121,2.7
31,1,1/31/20,Sherman,KS,Sherman KS,323,57829,53,4387,2.8
31,1,1/31/20,Smith,KS,Smith KS,180,101714,25,3125,2.7
31,1,1/31/20,Stafford,KS,Stafford KS,210,77561,30,2758,3.2
31,1,1/31/20,Stanton,KS,Stanton KS,101,39481,23,716,3.1
31,1,1/31/20,Stevens,KS,Stevens KS,325,31439,41,2938,2.9
31,1,1/31/20,Sumner,KS,Sumner KS,1492,320990,247,18279,3.4
31,1,1/31/20,Thomas,KS,Thomas KS,402,51377,60,4323,2.3
31,1,1/31/20,Trego,KS,Trego KS,185,71627,31,3978,3.3
31,1,1/31/20,Wabaunsee,KS,Wabaunsee KS,422,178103,69,5736,4
31,1,1/31/20,Wallace,KS,Wallace KS,104,20244,26,516,2.8
31,1,1/31/20,Washington,KS,Washington KS,333,129925,62,4023,2.7
31,1,1/31/20,Wichita,KS,Wichita KS,151,82106,28,1269,2.5
31,1,1/31/20,Wilson,KS,Wilson KS,400,94190,83,4534,4.4
31,1,1/31/20,Woodson,KS,Woodson KS,188,27376,36,1430,4.3
31,1,1/31/20,Wyandotte,KS,Wyandotte KS,8221,1385955,1442,100429,4.5
31,1,1/31/20,Adair,KY,Adair KY,845,167094,97,11001,6.4
31,1,1/31/20,Allen,KY,Allen KY,1319,159026,183,9696,4.5
31,1,1/31/20,Anderson,KY,Anderson KY,1265,151080,184,10098,4.3
31,1,1/31/20,Ballard,KY,Ballard KY,514,164244,99,5393,6.4
31,1,1/31/20,Barren,KY,Barren KY,2631,316077,360,22433,5.2
31,1,1/31/20,Bath,KY,Bath KY,610,129185,87,6660,8.5
31,1,1/31/20,Bell,KY,Bell KY,997,358712,187,14973,7.8
31,1,1/31/20,Boone,KY,Boone KY,8381,507119,1249,42275,3.8
31,1,1/31/20,Bourbon,KY,Bourbon KY,1032,193679,152,11950,4.4
31,1,1/31/20,Boyd,KY,Boyd KY,2671,231830,418,24913,6.8
31,1,1/31/20,Boyle,KY,Boyle KY,1408,186593,253,14025,4.9
31,1,1/31/20,Bracken,KY,Bracken KY,445,195166,79,6036,6.4
31,1,1/31/20,Breathitt,KY,Breathitt KY,405,129438,69,8782,10.8
31,1,1/31/20,Breckinridge,KY,Breckinridge KY,1101,293653,182,13078,6.4
31,1,1/31/20,Bullitt,KY,Bullitt KY,5603,534757,747,34565,4.3
31,1,1/31/20,Butler,KY,Butler KY,782,145361,93,6610,5.8
31,1,1/31/20,Caldwell,KY,Caldwell KY,755,102070,101,7944,5.5
31,1,1/31/20,Calloway,KY,Calloway KY,2115,215448,301,19402,4.4
31,1,1/31/20,Campbell,KY,Campbell KY,4929,509660,725,51139,3.9
31,1,1/31/20,Carlisle,KY,Carlisle KY,347,113587,57,3510,4.7
31,1,1/31/20,Carroll,KY,Carroll KY,543,79832,94,4353,4.8
31,1,1/31/20,Carter,KY,Carter KY,1200,212278,221,12011,10
31,1,1/31/20,Casey,KY,Casey KY,575,238342,97,7312,4.7
31,1,1/31/20,Christian,KY,Christian KY,4174,388783,665,25383,5.8
31,1,1/31/20,Clark,KY,Clark KY,1734,223497,292,19482,4.6
31,1,1/31/20,Clay,KY,Clay KY,826,329796,123,11091,7.6
31,1,1/31/20,Clinton,KY,Clinton KY,391,62821,55,5138,6
31,1,1/31/20,Crittenden,KY,Crittenden KY,402,85551,44,7886,5.3
31,1,1/31/20,Cumberland,KY,Cumberland KY,315,73127,38,5846,5
31,1,1/31/20,Daviess,KY,Daviess KY,7070,415368,971,50870,4.4
31,1,1/31/20,Edmonson,KY,Edmonson KY,775,263182,88,7032,5.6
31,1,1/31/20,Elliott,KY,Elliott KY,374,110336,79,6387,11.3
31,1,1/31/20,Estill,KY,Estill KY,689,110427,101,8855,6.1
31,1,1/31/20,Fayette,KY,Fayette KY,14890,1206209,2331,132944,3.5
31,1,1/31/20,Fleming,KY,Fleming KY,726,201756,173,6847,6.3
31,1,1/31/20,Floyd,KY,Floyd KY,1713,539305,352,25284,7.9
31,1,1/31/20,Franklin,KY,Franklin KY,2634,253179,438,27477,4.1
31,1,1/31/20,Fulton,KY,Fulton KY,280,88841,47,6437,5.3
31,1,1/31/20,Gallatin,KY,Gallatin KY,418,75112,73,2390,4.4
31,1,1/31/20,Garrard,KY,Garrard KY,930,195207,142,8302,5.4
31,1,1/31/20,Grant,KY,Grant KY,1191,262149,226,10030,4.9
31,1,1/31/20,Graves,KY,Graves KY,2650,308869,394,20594,5.1
31,1,1/31/20,Grayson,KY,Grayson KY,1236,340590,139,14662,5.7
31,1,1/31/20,Green,KY,Green KY,580,156642,101,8354,4.4
31,1,1/31/20,Greenup,KY,Greenup KY,2016,261863,289,20637,8.2
31,1,1/31/20,Hancock,KY,Hancock KY,537,100818,82,5282,3.9
31,1,1/31/20,Hardin,KY,Hardin KY,6298,791536,985,45894,4.5
31,1,1/31/20,Harlan,KY,Harlan KY,1127,458226,192,17688,12.3
31,1,1/31/20,Harrison,KY,Harrison KY,964,126457,141,8614,4.6
31,1,1/31/20,Hart,KY,Hart KY,1001,234905,149,11615,6.8
31,1,1/31/20,Henderson,KY,Henderson KY,2520,305044,474,21407,4.1
31,1,1/31/20,Henry,KY,Henry KY,850,234081,128,10789,4.1
31,1,1/31/20,Hickman,KY,Hickman KY,260,102128,37,4463,5.3
31,1,1/31/20,Hopkins,KY,Hopkins KY,2498,386175,406,25721,5.1
31,1,1/31/20,Jackson,KY,Jackson KY,605,143018,108,6351,7.3
31,1,1/31/20,Jefferson,KY,Jefferson KY,38339,5125474,6485,373204,4.1
31,1,1/31/20,Jessamine,KY,Jessamine KY,2855,245763,427,21261,3.9
31,1,1/31/20,Johnson,KY,Johnson KY,1566,155586,316,12645,7.6
31,1,1/31/20,Kenton,KY,Kenton KY,8758,793932,1408,76390,4
31,1,1/31/20,Knott,KY,Knott KY,721,199371,184,8870,8
31,1,1/31/20,Knox,KY,Knox KY,1668,227168,322,17543,6.3
31,1,1/31/20,Larue,KY,Larue KY,803,174718,114,8999,5
31,1,1/31/20,Laurel,KY,Laurel KY,3485,333365,517,24290,5.2
31,1,1/31/20,Lawrence,KY,Lawrence KY,572,212620,112,9700,8.6
31,1,1/31/20,Lee,KY,Lee KY,206,79309,40,4879,6.6
31,1,1/31/20,Leslie,KY,Leslie KY,402,175992,71,6907,12.1
31,1,1/31/20,Letcher,KY,Letcher KY,840,324647,183,17360,9.4
31,1,1/31/20,Lewis,KY,Lewis KY,607,220251,93,7366,10.8
31,1,1/31/20,Lincoln,KY,Lincoln KY,1055,260039,164,12939,5.5
31,1,1/31/20,Livingston,KY,Livingston KY,530,146908,110,5885,6.5
31,1,1/31/20,Logan,KY,Logan KY,1738,256662,241,15051,4.5
31,1,1/31/20,Lyon,KY,Lyon KY,366,76964,89,4487,5.4
31,1,1/31/20,Madison,KY,Madison KY,5165,383469,762,34139,4.1
31,1,1/31/20,Magoffin,KY,Magoffin KY,517,134375,81,7371,14.8
31,1,1/31/20,Marion,KY,Marion KY,878,146024,116,10453,3.9
31,1,1/31/20,Marshall,KY,Marshall KY,2233,290481,331,16419,5.4
31,1,1/31/20,Martin,KY,Martin KY,353,175320,80,3966,9
31,1,1/31/20,Mason,KY,Mason KY,903,134510,143,10003,6.5
31,1,1/31/20,McCracken,KY,McCracken KY,4140,355368,614,36125,5.5
31,1,1/31/20,McCreary,KY,McCreary KY,528,155216,139,7919,7.3
31,1,1/31/20,McLean,KY,McLean KY,638,192548,129,5923,4.9
31,1,1/31/20,Meade,KY,Meade KY,1652,268546,240,14106,5.2
31,1,1/31/20,Menifee,KY,Menifee KY,253,84193,44,3366,9.2
31,1,1/31/20,Mercer,KY,Mercer KY,1083,169128,163,11211,5.2
31,1,1/31/20,Metcalfe,KY,Metcalfe KY,469,135485,78,6869,6.1
31,1,1/31/20,Monroe,KY,Monroe KY,581,107484,83,7434,4.5
31,1,1/31/20,Montgomery,KY,Montgomery KY,1493,142765,229,13770,6.2
31,1,1/31/20,Morgan,KY,Morgan KY,532,152973,107,6706,7.3
31,1,1/31/20,Muhlenberg,KY,Muhlenberg KY,1664,340493,284,19690,7.4
31,1,1/31/20,Nelson,KY,Nelson KY,2474,242346,377,15083,4.7
31,1,1/31/20,Nicholas,KY,Nicholas KY,326,97731,41,3736,5.4
31,1,1/31/20,Ohio,KY,Ohio KY,1218,274475,185,15795,6.2
31,1,1/31/20,Oldham,KY,Oldham KY,4361,395074,561,29774,3.4
31,1,1/31/20,Owen,KY,Owen KY,631,150475,88,5632,4.9
31,1,1/31/20,Owsley,KY,Owsley KY,122,42044,24,3542,7.1
31,1,1/31/20,Pendleton,KY,Pendleton KY,788,211959,160,7019,4.8
31,1,1/31/20,Perry,KY,Perry KY,880,233897,167,15615,8.3
31,1,1/31/20,Pike,KY,Pike KY,2622,727494,511,40481,7.5
31,1,1/31/20,Powell,KY,Powell KY,585,170076,92,6992,6.8
31,1,1/31/20,Pulaski,KY,Pulaski KY,3591,404373,546,30487,5.2
31,1,1/31/20,Robertson,KY,Robertson KY,78,30707,14,1142,5.9
31,1,1/31/20,Rockcastle,KY,Rockcastle KY,809,181263,148,9492,5.4
31,1,1/31/20,Rowan,KY,Rowan KY,1199,133152,186,8966,6
31,1,1/31/20,Russell,KY,Russell KY,905,137798,121,12166,6.4
31,1,1/31/20,Scott,KY,Scott KY,2997,332594,448,26014,3.8
31,1,1/31/20,Shelby,KY,Shelby KY,2635,315703,423,21684,3.4
31,1,1/31/20,Simpson,KY,Simpson KY,1180,109558,172,8473,4.8
31,1,1/31/20,Spencer,KY,Spencer KY,1268,168480,188,7165,3.8
31,1,1/31/20,Taylor,KY,Taylor KY,1382,167090,200,12366,4.5
31,1,1/31/20,Todd,KY,Todd KY,687,167369,91,6046,4.6
31,1,1/31/20,Trigg,KY,Trigg KY,824,131911,125,6486,5.5
31,1,1/31/20,Trimble,KY,Trimble KY,498,86350,63,4016,4.7
31,1,1/31/20,Union,KY,Union KY,743,143731,122,7065,4.9
31,1,1/31/20,Warren,KY,Warren KY,7070,522300,1065,44909,4.3
31,1,1/31/20,Washington,KY,Washington KY,682,134311,94,6551,4.2
31,1,1/31/20,Wayne,KY,Wayne KY,650,193553,119,11883,6.3
31,1,1/31/20,Webster,KY,Webster KY,766,191020,138,8892,4.9
31,1,1/31/20,Whitley,KY,Whitley KY,1836,267114,311,17241,5.5
