day,month,date,county,state,county_state,device_count,distance_traveled_from_home,completely_home_device_count,median_home_dwell_time,unemp_rate_perc
31,1,1/31/20,Burnett,WI,Burnett WI,708,219370,185,7617,7.6
31,1,1/31/20,Calumet,WI,Calumet WI,3137,324145,440,25342,3.4
31,1,1/31/20,Chippewa,WI,Chippewa WI,3278,646548,521,30432,5.9
31,1,1/31/20,Clark,WI,Clark WI,1156,397466,202,17509,4.9
31,1,1/31/20,Columbia,WI,Columbia WI,2783,746336,467,30967,4.1
31,1,1/31/20,Crawford,WI,Crawford WI,700,190159,155,11813,6.9
31,1,1/31/20,Dane,WI,Dane WI,23201,2467877,3491,217225,2.9
31,1,1/31/20,Dodge,WI,Dodge WI,4470,731862,806,47649,4.1
31,1,1/31/20,Door,WI,Door WI,1290,446138,206,15033,6
31,1,1/31/20,Douglas,WI,Douglas WI,1996,482681,326,27874,5.8
31,1,1/31/20,Dunn,WI,Dunn WI,2214,385444,354,19492,5
31,1,1/31/20,Eau Claire,WI,Eau Claire WI,5141,608688,762,43345,3.9
31,1,1/31/20,Florence,WI,Florence WI,184,71392,27,2907,5.9
31,1,1/31/20,Fond du Lac,WI,Fond du Lac WI,5828,657782,895,58677,3.7
31,1,1/31/20,Forest,WI,Forest WI,282,1610383,50,6025,6.8
31,1,1/31/20,Grant,WI,Grant WI,2941,429769,418,32302,4.6
31,1,1/31/20,Green,WI,Green WI,1978,313859,296,25681,4
31,1,1/31/20,Green Lake,WI,Green Lake WI,756,277096,149,14367,6
31,1,1/31/20,Iowa,WI,Iowa WI,1277,264469,203,12421,4.3
31,1,1/31/20,Iron,WI,Iron WI,249,76398,29,5455,7.3
31,1,1/31/20,Jackson,WI,Jackson WI,929,274846,174,8458,6.3
31,1,1/31/20,Jefferson,WI,Jefferson WI,4651,570224,692,42037,4.1
31,1,1/31/20,Juneau,WI,Juneau WI,1182,345005,229,15364,4.9
31,1,1/31/20,Kenosha,WI,Kenosha WI,8720,950721,1528,90602,4.8
31,1,1/31/20,Kewaunee,WI,Kewaunee WI,920,311905,124,11763,4.1
31,1,1/31/20,La Crosse,WI,La Crosse WI,6160,511600,834,63671,3.7
31,1,1/31/20,Lafayette,WI,Lafayette WI,828,212006,147,12096,3.7
31,1,1/31/20,Langlade,WI,Langlade WI,772,264236,145,11803,5.8
31,1,1/31/20,Lincoln,WI,Lincoln WI,1170,304380,196,16679,5.6
31,1,1/31/20,Manitowoc,WI,Manitowoc WI,3649,604185,636,50246,4.6
31,1,1/31/20,Marathon,WI,Marathon WI,6815,1021864,1008,72970,3.6
31,1,1/31/20,Marinette,WI,Marinette WI,1726,468843,282,28142,6.1
31,1,1/31/20,Marquette,WI,Marquette WI,821,227617,175,9250,5.8
31,1,1/31/20,Menominee,WI,Menominee WI,93,39671,24,1601,7.1
31,1,1/31/20,Milwaukee,WI,Milwaukee WI,38255,5205749,7294,553383,4.5
31,1,1/31/20,Monroe,WI,Monroe WI,2101,439842,366,22737,4.1
31,1,1/31/20,Oconto,WI,Oconto WI,1848,607789,322,17474,5.7
31,1,1/31/20,Oneida,WI,Oneida WI,1615,484207,307,22405,6.1
31,1,1/31/20,Outagamie,WI,Outagamie WI,10680,976044,1690,97082,3.7
31,1,1/31/20,Ozaukee,WI,Ozaukee WI,4901,545619,661,45141,3.1
31,1,1/31/20,Pepin,WI,Pepin WI,351,81464,72,3479,5.9
31,1,1/31/20,Pierce,WI,Pierce WI,2240,433705,354,15225,4.9
31,1,1/31/20,Polk,WI,Polk WI,2051,451049,408,20503,6.5
31,1,1/31/20,Portage,WI,Portage WI,4095,454369,624,34953,4.2
31,1,1/31/20,Price,WI,Price WI,408,230192,75,8921,5.7
31,1,1/31/20,Racine,WI,Racine WI,9643,1234054,1609,111862,5.1
31,1,1/31/20,Richland,WI,Richland WI,729,164509,166,10168,4.5
31,1,1/31/20,Rock,WI,Rock WI,9175,859559,1577,83595,5.2
31,1,1/31/20,Rusk,WI,Rusk WI,529,209633,130,9093,6.9
31,1,1/31/20,Sauk,WI,Sauk WI,3548,416031,609,26281,4.1
31,1,1/31/20,Sawyer,WI,Sawyer WI,698,480588,149,8926,6.5
31,1,1/31/20,Shawano,WI,Shawano WI,1801,434773,306,18969,4.8
31,1,1/31/20,Sheboygan,WI,Sheboygan WI,5510,531693,930,48275,3.4
31,1,1/31/20,St Croix,WI,St Croix WI,5092,634390,756,33789,4.8
31,1,1/31/20,Taylor,WI,Taylor WI,732,230510,119,11889,5.9
31,1,1/31/20,Trempealeau,WI,Trempealeau WI,1472,373797,326,12697,5.1
31,1,1/31/20,Vernon,WI,Vernon WI,1189,357945,224,18528,5
31,1,1/31/20,Vilas,WI,Vilas WI,928,234999,133,10205,6.1
31,1,1/31/20,Walworth,WI,Walworth WI,5837,849046,943,58507,4.4
31,1,1/31/20,Washburn,WI,Washburn WI,711,230896,114,9635,6.3
31,1,1/31/20,Washington,WI,Washington WI,7959,912548,1176,59903,3.5
31,1,1/31/20,Waukesha,WI,Waukesha WI,22409,2467093,3096,228472,3.5
31,1,1/31/20,Waupaca,WI,Waupaca WI,2641,520583,449,28252,4.3
31,1,1/31/20,Waushara,WI,Waushara WI,1109,368808,236,12383,5.9
31,1,1/31/20,Winnebago,WI,Winnebago WI,9223,956533,1541,96301,3.5
31,1,1/31/20,Wood,WI,Wood WI,3771,674022,651,48002,5
31,1,1/31/20,Barbour,WV,Barbour WV,855,179778,125,10140,6.4
31,1,1/31/20,Berkeley,WV,Berkeley WV,7090,590388,1196,40449,3.3
31,1,1/31/20,Boone,WV,Boone WV,806,348759,123,7716,6.7
31,1,1/31/20,Braxton,WV,Braxton WV,470,158939,84,9296,9.7
31,1,1/31/20,Brooke,WV,Brooke WV,1312,182850,190,13325,5.7
31,1,1/31/20,Cabell,WV,Cabell WV,4756,567057,805,45490,4.1
31,1,1/31/20,Calhoun,WV,Calhoun WV,173,83846,41,3710,19.4
31,1,1/31/20,Clay,WV,Clay WV,381,133592,57,5350,11.5
31,1,1/31/20,Doddridge,WV,Doddridge WV,218,148318,40,4948,5.1
31,1,1/31/20,Fayette,WV,Fayette WV,1731,521072,331,22849,7
31,1,1/31/20,Gilmer,WV,Gilmer WV,253,109320,48,4799,9
31,1,1/31/20,Grant,WV,Grant WV,451,119341,75,6436,5.7
31,1,1/31/20,Greenbrier,WV,Greenbrier WV,1421,442202,303,17922,5.6
31,1,1/31/20,Hampshire,WV,Hampshire WV,845,311165,169,9175,4.1
31,1,1/31/20,Hancock,WV,Hancock WV,1575,211474,228,19966,5.6
31,1,1/31/20,Hardy,WV,Hardy WV,776,138685,121,7313,5.5
31,1,1/31/20,Harrison,WV,Harrison WV,3874,464740,640,35673,5
31,1,1/31/20,Jackson,WV,Jackson WV,1438,280794,210,14787,6
31,1,1/31/20,Jefferson,WV,Jefferson WV,3124,316126,568,20213,3
31,1,1/31/20,Kanawha,WV,Kanawha WV,9718,1410712,1522,104827,4.9
31,1,1/31/20,Lewis,WV,Lewis WV,782,162542,140,10884,7.6
31,1,1/31/20,Lincoln,WV,Lincoln WV,909,300765,136,10781,7.5
31,1,1/31/20,Logan,WV,Logan WV,1227,325695,248,15675,7.5
31,1,1/31/20,Marion,WV,Marion WV,3056,532152,521,40902,5.2
31,1,1/31/20,Marshall,WV,Marshall WV,1547,334569,271,20080,7.7
31,1,1/31/20,Mason,WV,Mason WV,1474,272432,241,12932,6.6
31,1,1/31/20,McDowell,WV,McDowell WV,419,697667,106,12685,11.3
31,1,1/31/20,Mercer,WV,Mercer WV,2886,341709,488,30765,5.6
31,1,1/31/20,Mineral,WV,Mineral WV,1147,177444,204,12644,5.8
31,1,1/31/20,Mingo,WV,Mingo WV,890,363712,194,11411,9.5
31,1,1/31/20,Monongalia,WV,Monongalia WV,5171,602665,742,60348,3.6
31,1,1/31/20,Monroe,WV,Monroe WV,576,195775,96,8523,5.1
31,1,1/31/20,Morgan,WV,Morgan WV,890,217153,181,9053,4
31,1,1/31/20,Nicholas,WV,Nicholas WV,1156,284104,184,12836,8.3
31,1,1/31/20,Ohio,WV,Ohio WV,2288,283315,353,29142,4.9
31,1,1/31/20,Pendleton,WV,Pendleton WV,240,143794,54,3882,4.3
31,1,1/31/20,Pleasants,WV,Pleasants WV,413,83379,50,4952,8.6
31,1,1/31/20,Pocahontas,WV,Pocahontas WV,249,432266,63,2768,5.6
31,1,1/31/20,Preston,WV,Preston WV,1261,520860,255,23675,5.1
31,1,1/31/20,Putnam,WV,Putnam WV,3905,415143,458,26004,4.6
31,1,1/31/20,Raleigh,WV,Raleigh WV,3955,435947,649,36699,5.2
31,1,1/31/20,Randolph,WV,Randolph WV,1318,222698,239,17710,6.9
31,1,1/31/20,Ritchie,WV,Ritchie WV,339,149020,67,3644,7.1
31,1,1/31/20,Roane,WV,Roane WV,453,260536,70,10830,11.4
31,1,1/31/20,Summers,WV,Summers WV,482,148307,106,8109,6.6
31,1,1/31/20,Taylor,WV,Taylor WV,847,199915,112,13226,5.2
31,1,1/31/20,Tucker,WV,Tucker WV,325,101495,93,5010,6.3
31,1,1/31/20,Tyler,WV,Tyler WV,370,177205,65,5907,8.8
31,1,1/31/20,Upshur,WV,Upshur WV,1133,204110,138,11403,6.5
31,1,1/31/20,Wayne,WV,Wayne WV,2162,491032,327,26436,6
31,1,1/31/20,Webster,WV,Webster WV,287,115055,55,5409,7.7
31,1,1/31/20,Wetzel,WV,Wetzel WV,708,262527,137,10805,8.8
31,1,1/31/20,Wirt,WV,Wirt WV,203,78431,33,3011,10.5
31,1,1/31/20,Wood,WV,Wood WV,4467,515316,709,44652,5.7
31,1,1/31/20,Wyoming,WV,Wyoming WV,682,319366,143,11759,8.5
31,1,1/31/20,Albany,WY,Albany WY,1674,128216,286,17505,3.3
31,1,1/31/20,Big Horn,WY,Big Horn WY,617,87781,141,4409,5.4
31,1,1/31/20,Campbell,WY,Campbell WY,2189,217475,383,14050,3.9
31,1,1/31/20,Carbon,WY,Carbon WY,731,202867,174,6929,4.2
31,1,1/31/20,Converse,WY,Converse WY,787,276369,143,4853,3
31,1,1/31/20,Crook,WY,Crook WY,275,144426,81,2730,3.1
31,1,1/31/20,Fremont,WY,Fremont WY,1265,712020,253,16163,5.6
31,1,1/31/20,Goshen,WY,Goshen WY,503,373710,91,7047,3.7
31,1,1/31/20,Hot Springs,WY,Hot Springs WY,195,29727,45,2031,4.3
31,1,1/31/20,Johnson,WY,Johnson WY,366,55574,84,2759,4.5
31,1,1/31/20,Laramie,WY,Laramie WY,5242,1093487,1040,47808,4
31,1,1/31/20,Lincoln,WY,Lincoln WY,660,279164,153,8365,4.2
31,1,1/31/20,Natrona,WY,Natrona WY,3796,268903,646,28690,4.7
31,1,1/31/20,Niobrara,WY,Niobrara WY,83,147905,24,1692,3.4
31,1,1/31/20,Park,WY,Park WY,1091,210398,192,13310,5.2
31,1,1/31/20,Platte,WY,Platte WY,330,109062,82,4747,4.6
31,1,1/31/20,Sheridan,WY,Sheridan WY,1226,152468,223,14136,4.3
31,1,1/31/20,Sublette,WY,Sublette WY,304,69960,47,2160,5.9
31,1,1/31/20,Sweetwater,WY,Sweetwater WY,1850,708737,359,21389,5.4
31,1,1/31/20,Teton,WY,Teton WY,639,526466,115,4317,2.7
31,1,1/31/20,Uinta,WY,Uinta WY,904,152995,157,10162,4.7
31,1,1/31/20,Washakie,WY,Washakie WY,326,50652,66,4361,4.6
31,1,1/31/20,Weston,WY,Weston WY,247,60283,43,1534,3.1
29,2,2/29/20,Aleutians East,AK,Aleutians East AK,92,55844,43,539,2
29,2,2/29/20,Aleutians West,AK,Aleutians West AK,152,5642,60,846,2
29,2,2/29/20,Anchorage,AK,Anchorage AK,13212,1226255,4067,126333,4.5
29,2,2/29/20,Bethel,AK,Bethel AK,293,114152,110,2876,12.6
29,2,2/29/20,Bristol Bay,AK,Bristol Bay AK,22,3951,10,197,15.5
29,2,2/29/20,Denali,AK,Denali AK,80,97374,23,302,18.3
29,2,2/29/20,Dillingham,AK,Dillingham AK,106,819240,42,1367,7.1
29,2,2/29/20,Fairbanks North Star,AK,Fairbanks North Star AK,4462,728733,1390,25762,5
29,2,2/29/20,Haines,AK,Haines AK,76,24349,50,1390,16
29,2,2/29/20,Juneau,AK,Juneau AK,1161,151953,364,13902,4
29,2,2/29/20,Kenai Peninsula,AK,Kenai Peninsula AK,2404,1746653,739,18819,7.3
29,2,2/29/20,Ketchikan Gateway,AK,Ketchikan Gateway AK,501,99111,190,6735,7.4
29,2,2/29/20,Kodiak Island,AK,Kodiak Island AK,407,155541,147,4775,4.4
29,2,2/29/20,Lake and Peninsula,AK,Lake and Peninsula AK,26,513815,12,484,11.3
29,2,2/29/20,Matanuska-Susitna,AK,Matanuska-Susitna AK,5345,589778,1556,27670,6.7
29,2,2/29/20,Nome,AK,Nome AK,196,200395,72,4854,10.4
29,2,2/29/20,North Slope,AK,North Slope AK,634,89457,139,937,4.7
29,2,2/29/20,Northwest Arctic,AK,Northwest Arctic AK,177,44570,75,3490,13.7
29,2,2/29/20,Sitka,AK,Sitka AK,262,67643,109,6232,4.3
29,2,2/29/20,Southeast Fairbanks,AK,Southeast Fairbanks AK,288,423268,124,1092,9.6
29,2,2/29/20,Valdez-Cordova,AK,Valdez-Cordova AK,356,574182,138,3327,11.1
29,2,2/29/20,Yukon-Koyukuk,AK,Yukon-Koyukuk AK,107,793744,42,2978,14.2
29,2,2/29/20,Autauga,AL,Autauga AL,5771,371582,1040,23525,2.7
29,2,2/29/20,Baldwin,AL,Baldwin AL,24486,1077821,5316,61985,2.6
29,2,2/29/20,Barbour,AL,Barbour AL,1846,345723,374,12500,3.5
29,2,2/29/20,Bibb,AL,Bibb AL,2244,322108,423,10927,3
29,2,2/29/20,Blount,AL,Blount AL,6757,579392,1247,26419,2.6
29,2,2/29/20,Bullock,AL,Bullock AL,600,144694,124,3332,3.2
29,2,2/29/20,Butler,AL,Butler AL,1525,237469,291,11780,4.1
29,2,2/29/20,Calhoun,AL,Calhoun AL,11795,893439,2382,54291,3.4
29,2,2/29/20,Chambers,AL,Chambers AL,3314,383467,652,21964,2.8
29,2,2/29/20,Cherokee,AL,Cherokee AL,2791,345452,573,13221,2.8
29,2,2/29/20,Chilton,AL,Chilton AL,4835,413610,783,22091,2.5
29,2,2/29/20,Choctaw,AL,Choctaw AL,1151,398797,221,7889,4.9
29,2,2/29/20,Clarke,AL,Clarke AL,2024,406247,388,14570,5.6
29,2,2/29/20,Clay,AL,Clay AL,1206,313702,230,9147,2.7
29,2,2/29/20,Cleburne,AL,Cleburne AL,1963,299097,283,10897,3
29,2,2/29/20,Coffee,AL,Coffee AL,5347,393911,1043,21535,2.7
29,2,2/29/20,Colbert,AL,Colbert AL,5755,446451,1108,31764,3.7
29,2,2/29/20,Conecuh,AL,Conecuh AL,810,203371,163,5824,3.8
29,2,2/29/20,Coosa,AL,Coosa AL,869,221715,176,7427,3
29,2,2/29/20,Covington,AL,Covington AL,4215,419503,796,27687,3.2
29,2,2/29/20,Crenshaw,AL,Crenshaw AL,1454,171362,281,6591,2.9
29,2,2/29/20,Cullman,AL,Cullman AL,9399,690261,1773,45218,2.5
29,2,2/29/20,Dale,AL,Dale AL,4769,583593,993,25028,2.8
29,2,2/29/20,Dallas,AL,Dallas AL,2571,360975,574,20163,5.1
29,2,2/29/20,De Kalb,AL,De Kalb AL,6273,692738,1267,36228,2.7
29,2,2/29/20,Elmore,AL,Elmore AL,8938,588191,1663,33532,2.6
29,2,2/29/20,Escambia,AL,Escambia AL,2944,303417,574,16728,3.4
29,2,2/29/20,Etowah,AL,Etowah AL,10432,727328,2036,54544,4
29,2,2/29/20,Fayette,AL,Fayette AL,1784,288885,293,12812,3
29,2,2/29/20,Franklin,AL,Franklin AL,2819,468449,455,16272,3.5
29,2,2/29/20,Geneva,AL,Geneva AL,2831,399395,495,16252,2.7
29,2,2/29/20,Greene,AL,Greene AL,469,238097,114,3674,5.5
29,2,2/29/20,Hale,AL,Hale AL,1253,288601,195,6675,4
29,2,2/29/20,Henry,AL,Henry AL,1849,389404,385,11904,3.3
29,2,2/29/20,Houston,AL,Houston AL,11090,626137,2181,44638,2.8
29,2,2/29/20,Jackson,AL,Jackson AL,4728,601570,1040,28264,3.2
29,2,2/29/20,Jefferson,AL,Jefferson AL,60180,4291479,12023,304111,2.7
29,2,2/29/20,Lamar,AL,Lamar AL,1718,260482,284,12649,3.1
29,2,2/29/20,Lauderdale,AL,Lauderdale AL,9995,736041,1827,52826,3
29,2,2/29/20,Lawrence,AL,Lawrence AL,3087,536897,521,20753,2.9
29,2,2/29/20,Lee,AL,Lee AL,18297,636401,3181,52932,2.4
29,2,2/29/20,Limestone,AL,Limestone AL,9174,532562,1908,30413,2.4
29,2,2/29/20,Lowndes,AL,Lowndes AL,682,337680,132,5135,5.1
29,2,2/29/20,Macon,AL,Macon AL,1266,412033,317,10652,3.9
29,2,2/29/20,Madison,AL,Madison AL,32579,1613998,7359,120940,2.3
29,2,2/29/20,Marengo,AL,Marengo AL,1871,385412,385,14172,3.6
29,2,2/29/20,Marion,AL,Marion AL,3447,447657,606,20019,4
29,2,2/29/20,Marshall,AL,Marshall AL,9289,659923,1932,43873,2.4
29,2,2/29/20,Mobile,AL,Mobile AL,36052,2363270,8130,141985,3.8
29,2,2/29/20,Monroe,AL,Monroe AL,1649,323408,335,12333,5.1
29,2,2/29/20,Montgomery,AL,Montgomery AL,16696,1631028,3889,103666,3
29,2,2/29/20,Morgan,AL,Morgan AL,11882,679165,2494,51189,2.4
29,2,2/29/20,Perry,AL,Perry AL,734,436415,124,6401,4.8
29,2,2/29/20,Pickens,AL,Pickens AL,1638,443473,316,11114,3.4
29,2,2/29/20,Pike,AL,Pike AL,3437,234174,588,13220,2.9
29,2,2/29/20,Randolph,AL,Randolph AL,2388,385673,437,13634,2.7
29,2,2/29/20,Russell,AL,Russell AL,4790,728027,1154,20773,2.6
29,2,2/29/20,Shelby,AL,Shelby AL,24499,1223775,4465,87628,2.1
29,2,2/29/20,St Clair,AL,St Clair AL,11235,556696,2035,30752,2.5
29,2,2/29/20,Sumter,AL,Sumter AL,986,338481,197,6002,3.8
29,2,2/29/20,Talladega,AL,Talladega AL,8454,681110,1717,36204,3.4
29,2,2/29/20,Tallapoosa,AL,Tallapoosa AL,3871,529217,814,25006,2.9
29,2,2/29/20,Tuscaloosa,AL,Tuscaloosa AL,22483,980143,4150,69967,2.4
29,2,2/29/20,Walker,AL,Walker AL,7340,734683,1386,39411,3.3
29,2,2/29/20,Washington,AL,Washington AL,1393,387058,265,10576,4.7
29,2,2/29/20,Wilcox,AL,Wilcox AL,644,251740,157,5682,8.5
29,2,2/29/20,Winston,AL,Winston AL,2297,342947,407,15118,3.3
29,2,2/29/20,Arkansas,AR,Arkansas AR,1541,278217,321,10175,3.4
29,2,2/29/20,Ashley,AR,Ashley AR,1729,319144,342,13585,7.1
29,2,2/29/20,Baxter,AR,Baxter AR,2657,273290,789,18899,4.4
29,2,2/29/20,Benton,AR,Benton AR,22902,1214664,5112,99165,2.8
29,2,2/29/20,Boone,AR,Boone AR,3173,229032,752,13419,3.6
29,2,2/29/20,Bradley,AR,Bradley AR,746,206803,165,6952,4.3
29,2,2/29/20,Calhoun,AR,Calhoun AR,442,118438,85,2310,5.2
29,2,2/29/20,Carroll,AR,Carroll AR,1769,213411,470,9532,4
29,2,2/29/20,Chicot,AR,Chicot AR,651,221829,143,4428,8.8
29,2,2/29/20,Clark,AR,Clark AR,2158,328054,404,9320,3.7
29,2,2/29/20,Clay,AR,Clay AR,1208,437886,293,12245,5.9
29,2,2/29/20,Cleburne,AR,Cleburne AR,2210,247690,523,13872,5.6
29,2,2/29/20,Cleveland,AR,Cleveland AR,864,202771,157,5876,4.8
29,2,2/29/20,Columbia,AR,Columbia AR,2208,112916,419,5419,4.7
29,2,2/29/20,Conway,AR,Conway AR,1886,220413,385,9431,4.7
29,2,2/29/20,Craighead,AR,Craighead AR,10807,519919,2151,36984,3
29,2,2/29/20,Crawford,AR,Crawford AR,5085,398793,1091,23986,3.7
29,2,2/29/20,Crittenden,AR,Crittenden AR,3506,478826,890,22002,4.4
29,2,2/29/20,Cross,AR,Cross AR,1481,276134,335,9161,4.6
29,2,2/29/20,Dallas,AR,Dallas AR,457,151991,116,4718,5.1
29,2,2/29/20,Desha,AR,Desha AR,913,291233,191,6385,5.2
29,2,2/29/20,Drew,AR,Drew AR,1616,205893,329,10583,6
29,2,2/29/20,Faulkner,AR,Faulkner AR,13133,599965,2553,39114,3.4
29,2,2/29/20,Franklin,AR,Franklin AR,1407,235513,274,8565,3.9
29,2,2/29/20,Fulton,AR,Fulton AR,840,225619,232,7011,4.3
29,2,2/29/20,Garland,AR,Garland AR,9154,501761,2243,41784,4
29,2,2/29/20,Grant,AR,Grant AR,2148,325924,391,9046,3.9
29,2,2/29/20,Greene,AR,Greene AR,4091,222952,863,17275,4.1
29,2,2/29/20,Hempstead,AR,Hempstead AR,1563,236752,397,10456,4.3
29,2,2/29/20,Hot Spring,AR,Hot Spring AR,3076,281829,664,16569,3.8
29,2,2/29/20,Howard,AR,Howard AR,1044,254223,247,6906,3.9
29,2,2/29/20,Independence,AR,Independence AR,3390,321803,720,16827,4.4
29,2,2/29/20,Izard,AR,Izard AR,927,176232,290,4927,6.7
29,2,2/29/20,Jackson,AR,Jackson AR,1210,200857,286,9789,7.2
29,2,2/29/20,Jefferson,AR,Jefferson AR,4833,653222,1162,31166,5.9
29,2,2/29/20,Johnson,AR,Johnson AR,1894,260645,425,9653,4.5
29,2,2/29/20,Lafayette,AR,Lafayette AR,519,165000,127,4486,5.2
29,2,2/29/20,Lawrence,AR,Lawrence AR,1356,311008,287,12630,4.7
29,2,2/29/20,Lee,AR,Lee AR,438,258464,126,6390,6.2
29,2,2/29/20,Lincoln,AR,Lincoln AR,831,206103,144,5618,5.3
29,2,2/29/20,Little River,AR,Little River AR,953,158678,246,6925,5.1
29,2,2/29/20,Logan,AR,Logan AR,1569,193343,371,11011,4.8
29,2,2/29/20,Lonoke,AR,Lonoke AR,8195,552451,1663,25990,3.7
29,2,2/29/20,Madison,AR,Madison AR,1369,298952,303,8069,2.7
29,2,2/29/20,Marion,AR,Marion AR,1011,216256,299,7846,4.7
29,2,2/29/20,Miller,AR,Miller AR,4029,369315,930,21185,4.3
29,2,2/29/20,Mississippi,AR,Mississippi AR,3458,690564,828,21047,6
29,2,2/29/20,Monroe,AR,Monroe AR,551,257523,118,5216,4.8
29,2,2/29/20,Montgomery,AR,Montgomery AR,707,179397,162,5550,5.8
29,2,2/29/20,Nevada,AR,Nevada AR,637,214636,136,4688,4.2
29,2,2/29/20,Newton,AR,Newton AR,554,211956,157,5186,4.3
29,2,2/29/20,Ouachita,AR,Ouachita AR,1729,327784,456,12649,5.5
29,2,2/29/20,Perry,AR,Perry AR,963,181937,229,4693,4.3
29,2,2/29/20,Phillips,AR,Phillips AR,1010,333319,267,10594,7.2
29,2,2/29/20,Pike,AR,Pike AR,920,238262,200,5422,4.6
29,2,2/29/20,Poinsett,AR,Poinsett AR,2198,429023,496,13574,4.1
29,2,2/29/20,Polk,AR,Polk AR,1314,166071,345,8685,5.7
29,2,2/29/20,Pope,AR,Pope AR,6111,371896,1264,19527,4.4
29,2,2/29/20,Prairie,AR,Prairie AR,708,197695,131,6602,4.5
29,2,2/29/20,Pulaski,AR,Pulaski AR,29608,2287733,7160,159481,3.8
29,2,2/29/20,Randolph,AR,Randolph AR,1305,189991,305,11167,4.5
29,2,2/29/20,Saline,AR,Saline AR,13424,641598,2751,46452,3.1
29,2,2/29/20,Scott,AR,Scott AR,682,136009,156,5237,3.8
29,2,2/29/20,Searcy,AR,Searcy AR,497,242096,148,6460,6.1
29,2,2/29/20,Sebastian,AR,Sebastian AR,10319,658524,2382,53124,3.7
29,2,2/29/20,Sevier,AR,Sevier AR,1111,139173,244,6323,5.4
29,2,2/29/20,Sharp,AR,Sharp AR,1193,211674,332,11152,5.9
29,2,2/29/20,St Francis,AR,St Francis AR,1384,362688,367,11875,5.5
29,2,2/29/20,Stone,AR,Stone AR,844,128088,237,6041,5.7
29,2,2/29/20,Union,AR,Union AR,3547,400918,785,23367,6
29,2,2/29/20,Van Buren,AR,Van Buren AR,1358,209080,322,7532,5.9
29,2,2/29/20,Washington,AR,Washington AR,18692,930051,4182,68417,2.5
29,2,2/29/20,White,AR,White AR,7452,475243,1478,28896,5.3
29,2,2/29/20,Woodruff,AR,Woodruff AR,500,151619,99,3774,5.2
29,2,2/29/20,Yell,AR,Yell AR,1857,281606,476,9017,4.2
29,2,2/29/20,Apache,AZ,Apache AZ,1997,3678219,582,13081,10.2
29,2,2/29/20,Cochise,AZ,Cochise AZ,7004,1877340,2341,54706,5.4
29,2,2/29/20,Coconino,AZ,Coconino AZ,7151,2735232,1843,41887,5.8
29,2,2/29/20,Gila,AZ,Gila AZ,2717,678194,925,20417,5.4
29,2,2/29/20,Graham,AZ,Graham AZ,1726,254858,482,12709,4.8
29,2,2/29/20,Greenlee,AZ,Greenlee AZ,454,181259,163,3363,3.7
29,2,2/29/20,La Paz,AZ,La Paz AZ,2585,824800,786,6721,5.6
29,2,2/29/20,Maricopa,AZ,Maricopa AZ,254479,20532723,67470,1701325,3.8
29,2,2/29/20,Mohave,AZ,Mohave AZ,13957,1013629,4453,63817,5.5
29,2,2/29/20,Navajo,AZ,Navajo AZ,3902,3135377,1325,27486,7.6
29,2,2/29/20,Pima,AZ,Pima AZ,53086,5129147,16365,371250,4.2
29,2,2/29/20,Pinal,AZ,Pinal AZ,27823,2556599,8509,121525,4.7
29,2,2/29/20,Santa Cruz,AZ,Santa Cruz AZ,1693,335741,523,16800,7.2
29,2,2/29/20,Yavapai,AZ,Yavapai AZ,13300,1404240,4382,66438,4.3
29,2,2/29/20,Yuma,AZ,Yuma AZ,9630,1110339,3173,76170,12
29,2,2/29/20,Alameda,CA,Alameda CA,63897,7748741,18329,767336,3
29,2,2/29/20,Alpine,CA,Alpine CA,57,39786,12,1472,5
29,2,2/29/20,Amador,CA,Amador CA,1944,470387,596,17090,4.4
29,2,2/29/20,Butte,CA,Butte CA,10442,3072176,3069,125551,5.5
29,2,2/29/20,Calaveras,CA,Calaveras CA,2389,610182,738,19712,4.2
29,2,2/29/20,Colusa,CA,Colusa CA,823,384341,235,13134,19.9
29,2,2/29/20,Contra Costa,CA,Contra Costa CA,52277,5370957,14366,490836,3.1
29,2,2/29/20,Del Norte,CA,Del Norte CA,1285,154778,448,13691,6.3
29,2,2/29/20,El Dorado,CA,El Dorado CA,10756,1402581,2959,85502,3.7
29,2,2/29/20,Fresno,CA,Fresno CA,44038,5189246,12536,379782,8.5
29,2,2/29/20,Glenn,CA,Glenn CA,1332,312873,352,16217,7
29,2,2/29/20,Humboldt,CA,Humboldt CA,5425,1204814,1761,62414,3.9
29,2,2/29/20,Imperial,CA,Imperial CA,6336,967325,1959,57181,17.1
29,2,2/29/20,Inyo,CA,Inyo CA,892,250689,261,8592,3.9
29,2,2/29/20,Kern,CA,Kern CA,41024,3810756,11687,296003,9.1
29,2,2/29/20,Kings,CA,Kings CA,6744,752720,1950,47717,9.8
29,2,2/29/20,Lake,CA,Lake CA,2820,525413,1000,26384,5.8
29,2,2/29/20,Lassen,CA,Lassen CA,1352,676448,454,15966,5.8
29,2,2/29/20,Los Angeles,CA,Los Angeles CA,393021,47268742,105702,4514494,4.6
29,2,2/29/20,Madera,CA,Madera CA,6534,829774,1996,49369,8.1
29,2,2/29/20,Marin,CA,Marin CA,7952,1437347,2198,122748,2.3
29,2,2/29/20,Mariposa,CA,Mariposa CA,799,239968,295,10006,6.2
29,2,2/29/20,Mendocino,CA,Mendocino CA,3046,841957,1057,48137,4.7
